product_id,product_name,category,price,product_type,created_at
b73bf302-80f6-4940-8de2-8aff8e7dcd30,product_0,beauty,362.41,normal,2022-10-03 05:36:02
bba5327c-aa83-4895-9c06-d8de610c2820,product_1,electronics,3012.58,normal,2022-12-21 09:34:00
2853cc66-f1d5-4084-a0e3-3e9b83c9139a,product_2,clothing,739.64,normal,2022-10-31 05:30:24
ba8eba25-3820-4f56-b882-70d596aa1de5,product_3,beauty,496.14,normal,2022-10-23 04:26:32
9dc57fb6-0c4f-4ed3-82f3-749b2583c5ff,product_4,clothing,606.69,normal,2022-09-05 19:40:46
94999f52-18cf-40ee-8736-3ab0f2d84d34,product_5,clothing,291.67,normal,2022-09-18 11:16:16
5a03625d-05f7-4c22-9aec-79a9e65e1181,product_6,electronics,3409.83,dead,2022-11-24 23:06:50
b17bace5-d657-402c-89f1-c1356961e4c5,product_7,home,528.75,normal,2022-09-25 00:52:09
4ede033f-8c66-49cf-9a29-593924d5a8b5,product_8,beauty,203.53,normal,2022-11-20 00:54:23
93543c75-9dfb-47f6-9e74-2bbb490903ad,product_9,home,1231.36,hot,2022-11-10 02:45:41
155ac8b7-2165-4852-bfcb-f8bec5126345,product_10,clothing,430.44,normal,2022-12-18 21:46:42
98cedb97-dc33-4f5a-b2bf-b92de904c1c9,product_11,home,596.91,normal,2022-12-19 00:12:35
e527d92e-7f29-4b2a-8a8e-37ad01927fca,product_12,home,357.01,dead,2022-10-04 17:50:28
7d896568-712e-414f-8150-79bed963d1c5,product_13,electronics,1363.37,hot,2022-11-03 19:14:02
9f46ddb6-f350-4a3d-b8b5-c0fec49d349c,product_14,electronics,2252.84,dead,2022-12-30 09:16:37
a993eb7c-c620-43d6-9650-8502bc3c172e,product_15,clothing,427.98,normal,2022-10-23 16:26:35
54bad91e-e7d0-4477-a25b-d40e272fc5dc,product_16,beauty,344.79,normal,2022-10-29 11:13:48
31b2ecdc-0c6b-4c44-ae1e-003c67ca93d2,product_17,electronics,4113.74,dead,2022-09-22 11:36:31
dfe82547-14e4-45c9-bd02-9b3af48d30f4,product_18,beauty,168.65,dead,2022-11-10 00:55:34
d215535c-85f7-46c8-8394-a417ff6d1daf,product_19,beauty,257.45,normal,2022-10-27 21:11:42
8e663b8b-54ef-4c9a-981a-b3865c92817e,product_20,home,444.44,normal,2022-11-30 03:57:55
d6b99f17-e98b-45db-af68-98df4679aa1b,product_21,clothing,571.57,hot,2022-09-15 15:09:34
be5c3920-71c3-47c3-b993-aab360e4a3f3,product_22,home,1402.57,dead,2022-11-27 08:33:39
72f52ce7-7f9e-451e-a2d2-091d8ee4559a,product_23,electronics,3537.54,normal,2022-10-13 08:52:29
84a3fec7-d293-4433-9123-4a8aa0d9f446,product_24,beauty,260.11,normal,2022-10-25 00:39:00
7eab26b9-0a65-4dad-a2c8-3115db7aca85,product_25,electronics,1932.49,hot,2022-11-29 21:30:14
4c484e87-a288-4791-9138-d68c13b3f26f,product_26,clothing,583.99,hot,2022-09-12 13:14:04
80b4360a-bd23-4b0d-954d-85b435821a41,product_27,electronics,1149.99,normal,2022-09-03 07:21:11
b415f1fa-dbc0-467c-8aef-efa3b1cd965c,product_28,electronics,4344.98,normal,2022-09-26 08:24:46
4f52b059-6263-42eb-95d0-bfc63085249b,product_29,electronics,3104.73,dead,2022-12-24 12:41:58
7d63d1ee-7693-4c0a-bb5e-8f612793f6e4,product_30,electronics,1774.95,normal,2022-10-09 09:08:54
5f947f96-6bd3-4ed7-b912-c3c4fcc7dfa3,product_31,home,587.74,dead,2022-09-21 17:00:53
f34ab936-6d41-4078-ba84-090abe40f41d,product_32,clothing,731.21,dead,2022-11-09 05:19:25
642ff236-6703-4b13-b27a-ce7e1264b27c,product_33,beauty,362.42,normal,2022-10-12 04:30:34
69ab81f3-f600-4437-a209-e0b350a7006d,product_34,beauty,326.28,normal,2022-11-28 20:33:22
89bb2c99-7761-4a7c-96f2-dde259540637,product_35,clothing,102.18,normal,2022-10-05 16:43:24
410c0058-51b7-4de4-882f-699a37516273,product_36,clothing,317.92,normal,2022-12-09 09:18:59
38f2caa3-7367-496d-9d87-5309a3c37995,product_37,electronics,1538.13,normal,2022-09-24 11:32:00
39bd25fa-020b-4dd3-bb18-45ea7c988aa1,product_38,clothing,679.65,normal,2022-09-21 04:42:46
eabe61a5-eb13-4eda-9f8d-7d6da899e69c,product_39,electronics,1133.98,normal,2022-10-18 09:45:30
5f3c8b8f-58a5-47e5-b834-51396dd92fce,product_40,home,397.26,normal,2022-10-23 08:09:54
0f179dcb-cdee-4197-9351-8655d58eafca,product_41,beauty,235.08,normal,2022-09-09 01:50:03
928616c1-87f4-41db-9827-df31ac2f02cd,product_42,electronics,3566.23,normal,2022-09-13 11:03:15
c976ec44-a9fb-489b-a45f-f950e81986b1,product_43,beauty,133.85,hot,2022-11-12 16:14:46
5295e18a-cf02-4966-9513-8341d6f441f2,product_44,clothing,562.0,dead,2022-12-13 00:34:03
9a893a5b-263c-4432-a6e1-1f432b487305,product_45,home,1261.98,normal,2022-11-14 21:48:51
c84b44de-50dd-465d-9b73-0044e7a53ab9,product_46,electronics,2817.4,hot,2022-10-10 04:47:13
896cbfa7-5956-4c31-80ec-9fe7c0e17f0a,product_47,beauty,430.55,normal,2022-10-04 01:42:42
10d118a4-5ddc-49d1-b3ec-81af00d36ee9,product_48,beauty,232.39,normal,2022-11-16 14:52:35
671a15d3-de4f-4424-8519-4694822dd912,product_49,clothing,288.15,hot,2022-10-15 06:51:19
b2d1fc3f-b02d-4a71-9801-8e34df046161,product_50,home,708.97,normal,2022-09-11 05:03:45
e7cfaae3-3f53-4cbb-822d-92172e1cd6e8,product_51,beauty,61.86,normal,2022-11-25 05:24:31
83590503-76b2-45d1-aef0-bcfec27b3045,product_52,clothing,767.04,normal,2022-09-08 21:05:37
d96a69e0-73f9-4c51-b5da-4dffd47418b2,product_53,electronics,4152.83,hot,2022-10-06 11:39:05
d3105742-be64-4159-8f11-00cf9f116e31,product_54,clothing,198.44,normal,2022-12-13 22:05:28
c6fbd46c-63f3-44de-a091-0f49b17b5ad9,product_55,electronics,1912.02,dead,2022-10-24 18:41:35
abb2b7e2-fd41-43a5-be8b-6ce7ba73ba93,product_56,electronics,2081.28,normal,2022-12-28 05:24:19
c7836083-59fa-481b-b37c-f028a3df4170,product_57,electronics,3793.41,normal,2022-11-03 00:20:24
f011ad4c-6eed-4073-afa2-bf8815283d5a,product_58,beauty,93.71,hot,2022-12-17 09:35:13
99e04c4a-2443-4eb7-93dc-01668059d330,product_59,clothing,339.09,normal,2022-10-19 05:17:16
e26c40cc-c206-4a64-b29e-b90aad746919,product_60,electronics,3432.91,normal,2022-11-02 01:38:40
43d7ee50-0031-4ed3-96aa-a9167a97b379,product_61,beauty,322.45,normal,2022-10-11 15:12:19
e7b0f69e-6b29-480b-8782-39807d1bcdd9,product_62,electronics,2131.37,dead,2022-09-27 15:11:05
14afef85-6a3a-462b-ab8b-99366ace5527,product_63,clothing,217.36,normal,2022-12-09 01:08:02
08a72308-b8ad-475f-afd8-26eb2354be9a,product_64,electronics,4166.07,normal,2022-10-19 23:56:33
03ed14db-71e0-41b1-bf95-b7e341fa5643,product_65,electronics,4925.63,hot,2022-10-15 04:27:23
90e3107a-c1b8-41df-a355-d2df1b046795,product_66,home,1357.48,dead,2022-12-06 22:10:49
5824ae0f-a689-49a7-9b7f-1f26a8f69115,product_67,electronics,1261.06,normal,2022-12-04 04:13:33
f3f467c0-baf7-461b-9bce-462399a1b19a,product_68,electronics,778.04,normal,2022-11-30 00:23:33
dac6d996-2116-4f25-bece-5581d7e4c489,product_69,electronics,3866.5,normal,2022-10-14 10:07:55
46b185b3-19f0-49fe-9281-9c866e715910,product_70,clothing,598.43,hot,2022-09-05 13:34:58
4b7720ef-24da-4663-b806-3e7db1c61f1d,product_71,electronics,2831.64,hot,2022-09-05 18:17:18
033873f3-b99d-473f-9d67-9db9c515c3e0,product_72,beauty,150.28,normal,2022-09-19 17:48:49
a27f00ff-11ab-4f55-b564-43af1b3c7a66,product_73,clothing,544.74,dead,2022-09-17 20:23:58
702fa71e-e204-4d0e-924d-8c8bf473eea2,product_74,electronics,2510.86,normal,2022-10-31 10:13:48
b9443642-fe30-4368-9222-589c3844a590,product_75,beauty,257.26,normal,2022-11-03 08:47:51
8e9abfc9-f556-437d-99b2-f2b2a01fbf5f,product_76,electronics,3190.72,normal,2022-11-13 11:19:49
c8c1beff-bc3d-4561-80bf-05db7c80a8af,product_77,beauty,102.54,dead,2022-12-01 02:16:16
8921622f-1113-486f-9cbe-ce76fe7af661,product_78,electronics,4359.1,hot,2022-12-28 08:56:43
